author,description,experiment_id,id,inserted_at,updated_at,RT,condition,correctness,f,j,keyPressed,size,trial,trial_number,trial_type,comments,dominantHand,education,endTime,f,j,languages,startDate,startTime,timeSpent
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,2514,feature,correct,absent,present,j,30,positive,16,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,1402,feature,correct,absent,present,f,5,negative,17,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,2302,conjunction,correct,absent,present,f,15,negative,18,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,1802,conjunction,correct,absent,present,j,15,positive,19,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,2402,feature,correct,absent,present,f,15,negative,20,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,1216,feature,correct,absent,present,f,1,negative,21,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,1418,feature,correct,absent,present,j,15,positive,22,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,1186,conjunction,correct,absent,present,f,1,negative,23,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,2292,conjunction,correct,absent,present,j,30,positive,24,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,984,conjunction,correct,absent,present,j,5,positive,25,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,1772,feature,correct,absent,present,j,5,positive,26,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,1306,conjunction,correct,absent,present,f,5,negative,27,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,2178,conjunction,correct,absent,present,f,30,negative,28,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,1344,feature,correct,absent,present,j,30,positive,29,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,908,feature,correct,absent,present,j,1,positive,30,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,1026,conjunction,correct,absent,present,j,1,positive,31,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,824,2018-05-05 09:08:28.730960,2018-05-05 09:08:28.730976,2422,feature,correct,absent,present,f,30,negative,32,main,Will the practice trials be taken into the statistical analysis?,right,BSc,1525511311210,absent,present,970012,Sat May 05 2018 10:56:41 GMT+0200 (CEST),1525510601088,11.835366666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1470,feature,correct,present,absent,j,1,negative,1,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1660,conjunction,correct,present,absent,f,15,positive,2,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,2015,feature,correct,present,absent,j,15,negative,3,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,2056,conjunction,correct,present,absent,j,15,negative,4,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1398,conjunction,correct,present,absent,j,1,negative,5,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1096,feature,correct,present,absent,f,1,positive,6,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,2067,conjunction,correct,present,absent,f,30,positive,7,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1406,conjunction,correct,present,absent,j,5,negative,8,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1944,feature,correct,present,absent,f,15,positive,9,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1115,feature,correct,present,absent,j,5,negative,10,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,2771,feature,correct,present,absent,j,30,negative,11,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,831,conjunction,correct,present,absent,f,1,positive,12,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,853,conjunction,correct,present,absent,f,5,positive,13,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1400,feature,correct,present,absent,f,30,positive,14,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1152,feature,correct,present,absent,f,5,positive,15,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,2227,conjunction,correct,present,absent,j,30,negative,16,practice,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,847,conjunction,correct,present,absent,j,1,negative,1,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1750,feature,correct,present,absent,f,30,positive,2,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1149,feature,correct,present,absent,f,5,positive,3,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,2443,conjunction,correct,present,absent,f,30,positive,4,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1484,conjunction,correct,present,absent,j,5,negative,5,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1896,feature,correct,present,absent,j,30,negative,6,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,3286,conjunction,correct,present,absent,j,30,negative,7,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1242,feature,correct,present,absent,j,5,negative,8,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,946,conjunction,correct,present,absent,f,15,positive,9,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,863,feature,correct,present,absent,f,1,positive,10,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1239,feature,correct,present,absent,f,15,positive,11,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,3154,conjunction,correct,present,absent,j,15,negative,12,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1794,feature,correct,present,absent,j,15,negative,13,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,645,conjunction,correct,present,absent,f,1,positive,14,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,771,conjunction,correct,present,absent,f,5,positive,15,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1238,feature,correct,present,absent,j,1,negative,16,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,2729,feature,correct,present,absent,j,30,negative,17,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1287,conjunction,correct,present,absent,j,5,negative,18,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,792,conjunction,correct,present,absent,f,30,positive,19,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,630,conjunction,correct,present,absent,f,5,positive,20,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1122,feature,correct,present,absent,j,5,negative,21,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1849,conjunction,correct,present,absent,j,15,negative,22,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,782,conjunction,correct,present,absent,j,1,negative,23,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,2910,conjunction,correct,present,absent,j,30,negative,24,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,577,conjunction,correct,present,absent,f,1,positive,25,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,927,feature,correct,present,absent,j,1,negative,26,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1149,feature,correct,present,absent,f,30,positive,27,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,825,feature,correct,present,absent,f,15,positive,28,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,775,feature,correct,present,absent,f,1,positive,29,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1011,conjunction,correct,present,absent,f,15,positive,30,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,1659,feature,correct,present,absent,j,15,negative,31,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,825,2018-05-05 09:14:33.464511,2018-05-05 09:14:33.464533,612,feature,correct,present,absent,f,5,positive,32,main,,left,BSc,1525511672116,present,absent,972358,Sat May 05 2018 11:05:42 GMT+0200 (CEST),1525511142346,8.8295
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,2249,feature,correct,absent,present,j,30,positive,1,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,1706,conjunction,correct,absent,present,j,15,positive,2,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,2705,conjunction,correct,absent,present,f,15,negative,3,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,877,feature,correct,absent,present,j,15,positive,4,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,947,feature,correct,absent,present,j,5,positive,5,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,855,feature,correct,absent,present,j,1,positive,6,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,996,feature,correct,absent,present,f,1,negative,7,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,1448,feature,correct,absent,present,f,15,negative,8,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,892,conjunction,incorrect,absent,present,j,5,negative,9,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,633,conjunction,correct,absent,present,j,1,positive,10,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,1224,feature,correct,absent,present,f,5,negative,11,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,2140,feature,correct,absent,present,f,30,negative,12,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,818,conjunction,correct,absent,present,f,1,negative,13,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,2062,conjunction,correct,absent,present,f,30,negative,14,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,1245,conjunction,correct,absent,present,j,5,positive,15,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,1495,conjunction,correct,absent,present,j,30,positive,16,practice,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,754,feature,correct,absent,present,j,30,positive,1,main,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,846,feature,correct,absent,present,f,1,negative,2,main,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,788,conjunction,correct,absent,present,f,1,negative,3,main,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,826,2018-05-05 09:18:12.942967,2018-05-05 09:18:12.942992,1023,feature,correct,absent,present,f,30,negative,4,main,,right,BSc,1525511894445,absent,present,973122,Sat May 05 2018 11:04:12 GMT+0200 (Mitteleuropäische Sommerzeit),1525511052630,14.03025
